Age,Gender,Employment,Income,Repayment_History,Loan_Amount,Loan_Purpose,Existing_Debt,Loan_Tenure,Region,Loan_Status
32,1,1,17196.0,1.0,380.0,3,2534.825379629877,300.0,0,1
43,1,0,5049.0,0.0,111.0,1,1323.5385997505505,180.0,2,0
35,0,0,4223.0,1.0,110.0,2,1014.2635079940158,360.0,2,1
48,1,0,5740.0,1.0,120.0,1,1255.4554618865293,180.0,2,1
54,1,0,13746.0,1.0,130.0,3,3798.203517725518,360.0,0,1
22,1,0,4310.0,1.0,130.0,3,528.5903220102459,360.0,1,1
52,1,0,3069.0,1.0,71.0,1,241.4392423135261,480.0,2,0
43,1,0,5391.0,1.0,130.0,2,432.35848391720936,360.0,2,1
42,1,0,5833.0,1.0,128.0,2,556.6257964289389,360.0,1,1
45,1,0,10173.0,1.0,296.0,0,709.0287379796725,360.0,1,1
42,0,0,6000.0,1.0,156.0,2,2790.271051529216,360.0,2,1
42,1,1,7167.0,1.0,128.0,1,379.2564752347308,360.0,2,1
62,1,0,4566.0,1.0,100.0,3,1595.7958549443786,360.0,2,0
26,1,0,3667.0,1.0,113.0,0,346.9376931958083,180.0,2,1
35,1,0,3946.0,1.0,132.0,0,1034.1603567396207,360.0,1,1
63,1,0,6146.0,0.0,128.0,3,1446.7795087182856,360.0,2,0
57,1,0,4750.0,1.0,136.0,2,542.9707652301859,360.0,2,1
53,1,0,5488.0,1.0,125.0,3,2412.172141745993,360.0,0,1
28,1,0,9167.0,1.0,185.0,2,23.582890154235137,360.0,0,1
64,1,0,9504.0,1.0,275.0,3,3896.3877515232916,360.0,0,1
64,1,0,4698.0,1.0,120.0,1,295.26939610943873,360.0,2,1
25,1,0,3618.0,1.0,113.0,2,905.5208546869251,180.0,1,1
59,1,0,4500.0,1.0,113.0,1,1.7361727941697047,360.0,2,1
24,1,0,3760.0,1.0,135.0,0,911.025681995122,360.0,1,1
26,0,0,3180.0,0.0,71.0,3,1203.050928018046,360.0,2,0
52,1,0,4492.0,1.0,95.0,0,392.3008535033774,360.0,2,1
50,1,0,5568.0,1.0,109.0,0,376.8022188098088,360.0,0,1
55,0,0,3300.0,0.0,103.0,0,63.073668350988484,360.0,1,0
60,1,0,2889.0,0.0,45.0,0,471.5333012590067,180.0,2,0
36,1,0,2755.0,1.0,65.0,3,771.1855402054126,300.0,0,0
33,1,0,22500.0,1.0,103.0,0,144.8048209753221,360.0,1,1
62,0,0,1963.0,1.0,53.0,3,369.72649779004297,360.0,1,1
50,0,1,7441.0,1.0,194.0,3,33.75388151046322,360.0,0,0
39,0,0,4547.0,1.0,115.0,1,1861.2676625063903,360.0,1,1
37,1,0,4567.0,1.0,115.0,2,139.17418605397285,360.0,2,1
39,0,0,2213.0,1.0,66.0,2,313.51897225586606,360.0,0,1
48,1,0,8300.0,0.0,152.0,3,76.4750327636025,300.0,1,0
46,1,0,81000.0,0.0,360.0,1,17505.751747646747,360.0,0,0
57,0,1,3867.0,1.0,62.0,3,1624.3749255501466,360.0,1,0
46,1,0,6256.0,1.0,160.0,3,1226.648989400575,360.0,2,1
43,1,0,6096.0,0.0,218.0,3,547.1078417958443,360.0,0,0
29,1,0,4286.0,1.0,110.0,1,849.0417365579099,360.0,0,1
32,0,0,5386.0,0.0,178.0,2,847.5731020201147,360.0,1,0
21,0,0,2995.0,1.0,60.0,1,260.1958292730813,360.0,2,1
21,0,0,2600.0,1.0,160.0,0,1002.1103411032867,360.0,2,0
54,1,1,21600.0,1.0,239.0,1,757.8383106050704,360.0,2,0
52,1,0,3798.0,1.0,112.0,1,85.26851330278957,360.0,0,1
45,1,0,4663.0,1.0,138.0,1,1251.307506779656,360.0,1,1
60,1,0,5829.0,1.0,138.0,1,2065.133107414363,360.0,0,1
21,0,0,2720.0,0.0,80.0,2,644.0604882717204,360.0,2,0
36,1,0,3539.0,1.0,100.0,0,52.70761910850645,360.0,2,1
59,1,0,8917.0,0.0,110.0,2,270.7672643722208,360.0,2,0
25,1,0,14880.0,1.0,96.0,2,6341.965064437939,360.0,1,1
42,1,0,6966.0,1.0,121.0,1,1319.8677808766124,360.0,0,1
49,0,0,4606.0,1.0,81.0,3,1556.9483483010954,360.0,0,0
23,1,0,5935.0,1.0,133.0,3,1323.3812760531289,360.0,1,1
32,1,0,2936.12000084,1.0,87.0,2,945.457519366785,360.0,0,1
46,1,0,2717.0,1.0,60.0,2,807.4867747619788,180.0,2,1
36,0,1,8624.0,1.0,150.0,1,1654.136066869041,360.0,1,1
57,1,0,6500.0,0.0,105.0,2,213.28496986554208,360.0,0,0
42,1,0,12876.0,1.0,405.0,1,5288.900355409105,360.0,1,1
49,1,0,4765.0,1.0,143.0,3,450.84815420195355,360.0,1,1
34,1,0,3750.0,1.0,100.0,3,1535.2230812945506,360.0,2,1
48,0,0,10047.0,1.0,128.0,0,1268.4777040595882,240.0,1,1
25,1,0,3777.0,1.0,50.0,3,0.9913890913449608,360.0,1,1
50,1,0,3338.0,1.0,128.0,2,175.8652104457311,360.0,2,1
25,1,1,10416.0,0.0,187.0,3,2440.1532825307872,360.0,2,0
32,0,1,7142.0,1.0,138.0,1,3372.1082804344105,360.0,0,1
36,1,0,8724.0,1.0,187.0,3,187.01432403950574,360.0,1,1
46,1,0,9734.0,1.0,180.0,0,3374.5557140104165,360.0,0,1
46,1,0,6700.0,1.0,148.0,3,1240.3512104346173,360.0,1,1
41,1,0,37719.0,1.0,152.0,1,15576.45268260315,360.0,1,1
59,1,0,15666.0,1.0,175.0,1,1093.9898512248078,300.0,0,1
56,1,1,4676.0,1.0,130.0,2,1455.6284363773937,360.0,0,1
53,1,0,4652.0,1.0,110.0,3,1797.5857863190872,360.0,0,1
50,1,0,4915.0,1.0,55.0,1,407.0799921241223,360.0,0,0
57,1,0,5050.0,0.0,150.0,0,219.32966110366135,360.0,0,0
43,1,1,4311.0,1.0,190.0,2,1201.8212095459594,360.0,1,0
30,1,0,3564.0,0.0,125.0,0,1112.0567163966323,360.0,0,0
25,1,0,3414.0,1.0,60.0,3,30.6449651588184,300.0,2,1
56,1,0,5681.0,0.0,149.0,3,1443.5271122060553,360.0,0,0
54,1,0,4949.0,0.0,90.0,3,1129.1746803417166,180.0,0,1
51,1,1,7085.0,1.0,84.0,2,3037.198126237676,360.0,1,1
30,1,0,3859.0,1.0,96.0,1,1861.0422512453674,360.0,1,1
39,1,0,4301.0,1.0,118.0,2,1634.582315681128,360.0,2,1
52,1,0,6277.0,1.0,173.0,0,820.0219054542076,360.0,2,0
21,1,0,4354.0,1.0,136.0,2,679.119483307899,360.0,0,1
25,1,0,8334.0,1.0,160.0,0,1336.5349994056771,360.0,1,0
24,1,1,6166.0,1.0,160.0,2,754.4862135276028,360.0,1,1
36,1,0,7740.0,1.0,128.0,1,2886.3892365598317,180.0,2,1
44,1,0,5203.0,1.0,153.0,0,302.0414088996843,360.0,0,1
36,0,0,5191.0,1.0,132.0,3,2253.2127624146733,360.0,1,1
22,1,0,4166.0,0.0,98.0,3,1489.1867757412817,360.0,1,0
48,1,0,6000.0,1.0,140.0,2,1688.250859030148,360.0,0,1
52,1,0,4611.0,0.0,70.0,3,694.8030799610525,180.0,2,0
47,1,0,16692.0,1.0,110.0,0,4533.820997122991,360.0,1,1
40,0,0,3127.0,1.0,98.0,3,16.72080251932277,360.0,1,1
44,1,0,6784.0,1.0,110.0,1,441.31875655704806,360.0,2,0
32,1,1,5529.0,1.0,162.0,1,157.25874595068063,360.0,1,1
55,1,0,4153.0,0.0,113.0,2,203.82738762071597,180.0,0,0
53,1,0,4691.0,1.0,100.0,0,1064.1384199666904,360.0,1,1
53,0,1,2500.0,1.0,93.0,1,662.9429921603202,360.0,2,1
63,1,0,10180.0,1.0,162.0,1,49.40599459503139,360.0,0,1
57,1,1,17539.0,1.0,150.0,0,6583.542052726528,360.0,0,1
32,1,0,8450.0,1.0,230.0,3,985.4627107006509,300.0,1,1
23,1,0,4745.0,0.0,132.0,3,1309.8524642199122,360.0,1,0
21,1,1,18917.0,1.0,86.0,2,8062.755115325416,360.0,1,1
53,1,0,4550.0,1.0,128.0,3,273.2736518360502,360.0,2,0
60,0,0,4350.0,1.0,154.0,0,1005.0616074153119,360.0,0,1
30,1,0,3095.0,1.0,113.0,1,1.906264920044061,360.0,0,1
63,1,0,5233.0,1.0,128.0,3,623.1578466250077,360.0,1,1
64,1,0,10833.0,1.0,234.0,2,3289.4753770147586,360.0,1,1
49,1,0,8333.0,1.0,246.0,3,1031.3752250214627,360.0,1,1
33,1,0,4394.0,1.0,131.0,0,546.6860064589508,360.0,0,1
32,1,0,3547.0,0.0,80.0,2,399.9954426239648,360.0,0,0
51,1,0,18333.0,1.0,500.0,3,1474.2066623052292,360.0,2,0
22,1,1,6666.0,1.0,160.0,2,1492.9568581773894,360.0,1,1
55,1,0,2435.0,1.0,75.0,0,396.8142523616512,360.0,2,0
43,1,0,5484.0,1.0,96.0,1,796.5611855261475,360.0,1,1
37,1,0,6464.0,1.0,186.0,0,1155.2524561329196,360.0,2,1
46,1,0,3691.0,1.0,110.0,0,1816.6205223620593,360.0,0,1
28,0,1,17263.0,1.0,225.0,0,1291.105317185094,360.0,1,1
49,1,0,5754.0,0.0,119.0,0,835.5805760495045,360.0,0,0
46,0,0,4239.0,1.0,105.0,1,1131.5993696355579,84.0,1,1
30,1,0,4300.0,1.0,107.0,1,514.2086090439593,360.0,0,1
46,1,0,7482.0,1.0,111.0,2,2253.99340745097,12.0,2,1
54,1,1,2895.0,1.0,95.0,3,1044.9323414242385,360.0,1,1
61,1,0,10699.0,0.0,209.0,1,2063.914788538855,360.0,0,0
27,0,0,4328.0,1.0,113.0,1,244.15161380461953,480.0,0,1
24,0,0,3159.0,1.0,100.0,3,1504.7085237821536,360.0,1,1
31,1,0,10489.0,1.0,208.0,1,2208.2688733851373,360.0,1,1
49,1,0,9352.0,1.0,138.0,0,1466.677748955984,360.0,0,0
56,1,0,5297.0,1.0,124.0,0,1428.6512457661468,300.0,1,1
45,1,0,7926.0,1.0,243.0,3,256.0932399316803,360.0,0,1
41,1,0,27500.0,1.0,480.0,2,1070.737081397852,360.0,2,1
56,1,0,3583.0,1.0,96.0,2,1022.7754150538203,360.0,2,0
30,1,1,5492.0,1.0,188.0,3,22.76668598779933,360.0,2,1
57,0,0,13262.0,1.0,40.0,3,3198.5051660686036,360.0,2,1
29,1,0,4885.0,1.0,100.0,0,378.4188942740446,360.0,0,0
44,1,0,8069.0,1.0,250.0,2,1049.295241382976,360.0,1,1
55,1,0,5318.0,1.0,148.0,1,1273.4834738041375,360.0,2,1
55,1,0,8796.0,1.0,70.0,0,1002.4179420074917,180.0,1,0
56,1,0,9481.0,1.0,311.0,3,210.5503112654879,360.0,0,0
38,1,0,6894.0,1.0,150.0,2,925.8417429571793,360.0,0,1
59,0,0,3663.0,1.0,113.0,1,896.2127548498038,480.0,1,1
52,1,0,4874.0,0.0,123.0,1,126.8156174349275,360.0,1,0
44,1,0,6598.0,1.0,185.0,0,1930.5996408089363,360.0,1,0
43,0,0,3400.0,1.0,95.0,2,608.2622965780613,360.0,0,0
52,1,0,3934.0,1.0,45.0,2,353.01579363239154,360.0,1,1
57,1,0,2500.0,1.0,55.0,3,1221.8329828934823,360.0,1,1
32,1,1,7101.0,1.0,100.0,2,570.138526574122,360.0,0,1
33,1,1,15114.0,1.0,480.0,2,2754.752720829334,360.0,0,1
43,1,0,6767.0,1.0,128.0,0,1922.1713035430876,360.0,1,0
45,1,1,17500.0,1.0,400.0,2,360.3555836936272,360.0,0,1
55,1,0,3775.0,1.0,110.0,1,1265.352552643953,360.0,1,1
61,1,0,6715.0,0.0,161.0,0,2514.4708072339513,360.0,1,1
50,1,0,3981.0,1.0,94.0,0,166.3926454322355,360.0,1,1
37,1,0,6783.0,1.0,130.0,3,3039.5345480563074,360.0,1,1
40,1,0,6525.0,1.0,216.0,2,304.82302665567977,360.0,0,1
45,1,0,4281.0,1.0,100.0,3,1319.8421074766256,360.0,2,1
42,1,0,3588.0,0.0,110.0,1,1099.6218497088971,360.0,0,0
33,1,0,11250.0,1.0,196.0,0,1680.9518606473903,360.0,1,0
39,0,1,18165.0,1.0,125.0,0,8493.970487457342,360.0,2,1
56,1,0,4592.0,1.0,126.0,0,1207.8718398545743,360.0,0,1
32,1,0,10039.0,1.0,324.0,1,1917.496740546071,360.0,2,1
61,1,0,3617.0,1.0,107.0,1,1416.8199998654102,360.0,1,1
39,1,0,3453.0,1.0,66.0,3,892.9782724076689,360.0,0,0
32,1,0,6417.0,1.0,157.0,3,1554.1924190413092,180.0,0,1
29,0,0,7453.0,1.0,140.0,3,1522.5295525614736,180.0,1,1
27,0,0,2138.0,0.0,99.0,2,591.1585528208036,360.0,1,0
48,0,0,3652.0,1.0,95.0,0,1090.9909251659044,360.0,1,1
34,1,0,4763.0,1.0,128.0,0,877.5005435524159,360.0,2,1
51,0,0,3680.0,1.0,102.0,3,725.4434297407937,360.0,1,1
39,1,0,4718.0,1.0,155.0,0,56.40368283198231,360.0,0,1
36,1,0,3358.0,1.0,80.0,3,275.3551285813659,36.0,1,0
25,1,0,4309.0,1.0,145.0,2,553.960914426287,360.0,0,1
55,0,0,5000.0,0.0,103.0,2,1812.0663996851458,360.0,1,0
32,1,0,4801.0,1.0,110.0,1,826.1405177719239,360.0,0,1
45,1,1,6633.0,0.0,128.0,2,2156.70066744931,360.0,0,0
41,1,0,4867.0,1.0,128.0,3,597.181545006054,360.0,0,1
56,1,0,6583.0,1.0,158.0,2,1026.1340795667477,360.0,2,1
43,1,0,4787.0,0.0,181.0,1,403.70439619859053,360.0,2,0
36,1,0,7859.0,0.0,132.0,0,844.6830277795588,180.0,0,0
59,1,0,6500.0,1.0,26.0,3,2034.8589653366087,360.0,1,1
62,0,0,4292.0,1.0,84.0,0,1162.5890107606572,360.0,2,1
59,1,1,10139.0,1.0,260.0,1,2198.4157154919135,360.0,1,1
34,1,0,6556.0,1.0,162.0,1,84.85643175425648,360.0,1,1
51,0,0,6486.0,1.0,182.0,1,337.89561726681757,360.0,1,1
25,1,0,3917.0,1.0,108.0,0,38.33234344820126,360.0,1,1
55,0,1,19484.0,1.0,600.0,0,6364.08833341007,360.0,1,1
43,1,0,7977.0,1.0,211.0,0,984.1497629891551,360.0,0,1
49,1,1,5800.0,1.0,132.0,0,1573.1880435861658,360.0,1,1
63,1,0,8799.0,0.0,258.0,1,2170.171487425326,360.0,2,0
31,1,0,4467.0,1.0,120.0,1,182.08941441534503,360.0,0,1
38,1,0,3333.0,1.0,70.0,3,672.0350583128658,360.0,2,1
32,1,0,5900.0,0.0,123.0,3,374.95391236794956,360.0,0,0
29,0,0,2378.0,1.0,9.0,0,497.4773487258391,360.0,2,0
30,1,0,5230.0,0.0,104.0,2,322.26441778177013,360.0,2,0
64,1,0,5167.0,1.0,186.0,2,1435.912936124141,360.0,2,1
37,1,0,6567.0,0.0,165.0,1,445.58655496717284,360.0,2,0
58,1,0,16666.0,1.0,275.0,1,8006.184335540979,360.0,2,1
27,1,0,7750.0,1.0,187.0,1,1273.716308825006,480.0,1,0
33,1,0,6406.0,1.0,150.0,3,2710.523670337015,360.0,1,0
60,1,0,3620.0,1.0,108.0,3,993.1340303562903,84.0,2,1
62,1,0,5297.0,0.0,136.0,1,1135.0131859905891,360.0,1,0
29,1,0,5968.0,1.0,110.0,1,1239.4902172838167,360.0,2,1
47,1,0,4014.0,1.0,107.0,1,449.8167897666789,360.0,0,1
22,1,0,6099.0,1.0,161.0,2,864.3911326709919,360.0,2,1
25,1,0,6540.0,1.0,205.0,3,1680.7664877345308,360.0,1,1
49,1,0,35673.0,1.0,90.0,2,539.8375910866927,360.0,2,0
57,0,0,3166.0,1.0,36.0,2,46.531407632551044,360.0,1,1
58,1,0,1880.0,1.0,61.0,1,371.78425965807435,360.0,0,0
39,1,0,4704.0,0.0,146.0,1,844.7239723474926,360.0,0,0
28,1,0,7283.0,1.0,172.0,0,1280.0250149954336,84.0,0,0
21,1,0,3819.0,1.0,104.0,0,910.7100746545678,360.0,2,1
42,0,0,2165.0,1.0,70.0,2,709.0476092857575,360.0,1,1
37,1,0,4750.0,1.0,94.0,3,2356.316626309097,360.0,1,1
27,1,1,2726.0,0.0,106.0,1,386.89372249358314,360.0,1,0
45,1,0,6416.0,1.0,56.0,1,538.7265444993473,180.0,1,1
24,1,1,6000.0,1.0,205.0,2,1151.5414556033888,240.0,1,0
56,1,1,9357.0,1.0,292.0,0,2179.305217644233,360.0,1,1
26,1,0,7159.0,1.0,142.0,3,1613.0582640658436,180.0,0,1
51,1,1,16120.0,1.0,260.0,0,1900.4842773112314,360.0,2,1
39,1,0,3833.0,1.0,110.0,0,1487.2043967834006,360.0,0,1
64,1,1,7383.0,1.0,187.0,0,1293.54744931815,360.0,0,0
59,1,0,2987.0,0.0,88.0,0,898.8710154992098,360.0,1,0
47,1,1,9963.0,1.0,180.0,1,3151.000666266844,360.0,0,1
30,1,0,5780.0,1.0,192.0,1,1077.5325614760206,360.0,2,1
46,0,0,42083.0,1.0,350.0,0,106.62396268280747,180.0,2,0
39,1,0,5686.0,1.0,155.0,3,597.6561097152176,360.0,0,1
59,1,0,5703.0,1.0,128.0,2,197.13213981114535,360.0,2,1
23,1,0,7977.0,1.0,172.0,3,803.5099846453272,360.0,0,1
33,0,0,12000.0,1.0,496.0,3,584.360355321313,360.0,1,1
48,1,0,6200.0,1.0,128.0,3,486.02495889638584,180.0,2,0
40,1,0,5900.0,1.0,173.0,0,1007.9612797140292,360.0,1,1
48,1,0,5398.0,1.0,157.0,1,1155.0636018412688,360.0,0,1
28,1,0,5182.0,1.0,108.0,3,1070.7959868774458,360.0,0,1
61,0,0,2900.0,1.0,71.0,0,138.12918653420812,360.0,0,1
59,1,0,4106.0,1.0,40.0,3,1338.809023073989,180.0,0,1
21,1,0,8312.0,1.0,253.0,3,1259.8295568268604,360.0,2,1
23,1,0,7583.0,1.0,187.0,0,1512.9827047788567,360.0,2,1
33,0,1,4583.0,0.0,133.0,1,1966.0755008638803,360.0,1,0
